Run,Tau,T,A
2999,10.0,1.886306235552086,0.03399920308369904
3000,0.22,8.638745725959826,5.2936146674675175
3000,10.0,2.549077904724876,0.02511100173135006
3001,0.22,3.0272270412825617,4.190077777171732
3001,10.0,0.9499632810023223,0.0680057062633377
3002,0.22,8.078472254028611,5.153860970473332
3002,10.0,2.389672453932235,0.026795816170917017
3003,0.22,8.32006322000796,-0.3273949922611994
3003,10.0,2.3866054601305753,0.02683046098806303
3004,0.22,6.513389557210285,8.566427235107847
3004,10.0,1.9870022693409706,0.032264132727197296
3005,0.22,7.411297724015581,3.2195545456183456
3005,10.0,2.178077526232164,0.029415623089739683
3006,0.22,8.242266587337888,8.566757197406261
3006,10.0,2.4761029560416894,0.02585523199979805
3007,0.22,6.406222341368281,1.0838083535483545
3007,10.0,1.8683958336577262,0.034327550235609024
3008,0.22,5.480023418297423,0.8254687160738703
3008,10.0,1.6048162508575132,0.0400146265279179
3009,0.22,3.6757270504223003,4.495732003488259
3009,10.0,1.1380138420911416,0.05663007005471864
3010,0.22,2.9994415207966965,6.119722040570316
3010,10.0,0.960370550547751,0.06725798777684189
3011,0.22,9.383525551959973,-1.1697255585449904
3011,10.0,2.6730416528873158,0.023940405829237826
3012,0.22,7.311605952106985,5.515359839726816
3012,10.0,2.177995054085701,0.02941674727131993
3013,0.22,8.42426237960629,-4.419911800090008
3013,10.0,2.3565910217550985,0.02717420161667003
3014,0.22,9.349305845676541,-3.6074912963068457
3014,10.0,2.6281085503913024,0.024351892582394428
3015,0.22,6.304055782506381,5.631455036042825
3015,10.0,1.8950839303320235,0.03384056694716059
3016,0.22,3.6720966932481787,3.541303368479962
3016,10.0,1.1268882195868082,0.057196123668931134
3017,0.22,7.4485932526020076,7.5065835709584015
3017,10.0,2.23982140418557,0.02859969837315665
3018,0.22,6.503480760753892,8.843655415327468
3018,10.0,1.9871808950680108,0.03226121040304339
3019,0.22,8.651136465590008,2.3874726707168277
3019,10.0,2.5158327103658293,0.025444667771063623
3020,0.22,5.669297441006449,-0.5346710183704788
3020,10.0,1.640118827529282,0.03914601064654254
3021,0.22,4.597606052052077,4.67895196143991
3021,10.0,1.4017255898973793,0.04586995801160834
3022,0.22,8.809447819961925,-4.299007256151825
3022,10.0,2.4664021000407677,0.025957497369149225
3023,0.22,8.383499123459309,-1.8272427509006923
3023,10.0,2.383371215977868,0.0268670724787961
3024,0.22,4.339314905561192,-0.8408332293504319
3024,10.0,1.2626089250185952,0.05097994869587268
3025,0.22,3.8839056473260563,0.5771235516412201
3025,10.0,1.1526528748855742,0.05590213270190395
3026,0.22,2.8122457791168536,4.806140543320076
3026,10.0,0.8943276289023419,0.07230263156421281
3027,0.22,8.44270276409958,4.668680259126386
3027,10.0,2.4862147414411435,0.025749490081432857
3028,0.22,10.000710655211002,3.440232967798888
3028,10.0,2.9084923229783413,0.021993092434815353
3029,0.22,3.653738732321246,-4.896053541954092
3029,10.0,1.010986309506553,0.0638440510465013
3030,0.22,2.6293025808204336,8.353278190475724
3030,10.0,0.8720914654975,0.07417580815222546
3031,0.22,5.662947725679677,-1.8982594583394086
3031,10.0,1.6195749696373767,0.03964684626239044
3032,0.22,3.235347381840954,-0.5981887677821573
3032,10.0,0.9553756202614072,0.06761479328651371
3033,0.22,3.728210098872636,8.672581821134266
3033,10.0,1.1935297036202903,0.05396514119557631
3034,0.22,3.5843901750098954,-0.7523973528758727
3034,10.0,1.051607355235464,0.061345088867253594
3035,0.22,4.028016502992054,3.996105998724053
3035,10.0,1.2327974222670044,0.05222671515755694
3036,0.22,4.106639672855115,6.02143163852937
3036,10.0,1.2764231295806352,0.050422169757869444
3037,0.22,8.841026229352181,3.91997512023997
3037,10.0,2.5888445682690238,0.024723210630665345
3038,0.22,2.8081994024877797,6.846265460825453
3038,10.0,0.9116134318376277,0.07091056139081872
3039,0.22,6.665714905626446,3.4297729521045017
3039,10.0,1.9709186242843963,0.03252928483370976
3040,0.22,9.89864324674027,-4.703449074132821
3040,10.0,2.7655644763087572,0.023135437875390685
3041,0.22,5.370125283711149,7.949596648478174
3041,10.0,1.6559104456529956,0.03876954992053288
3042,0.22,5.202636529533607,6.233370184960881
3042,10.0,1.5901500266674367,0.04038693567932906
3043,0.22,7.165015033929235,7.272330498646657
3043,10.0,2.157040210473067,0.02970436178813095
3044,0.22,7.238529592400832,1.0255344812666092
3044,10.0,2.1013710567491724,0.030496505202806615
3045,0.22,2.9413415646300383,1.7236946852335082
3045,10.0,0.8997588030003643,0.07185938693779381
3046,0.22,7.18834133426887,4.013458221251835
3046,10.0,2.125178668269583,0.030152612726346697
3047,0.22,6.228935407427397,2.2092606835319897
3047,10.0,1.8329049594540947,0.034997307114511565
3048,0.22,7.381147817700612,6.754425007695289
3048,10.0,2.2121306835490357,0.028959945610683765
3049,0.22,2.669930138339374,-0.3004947690805224
3049,10.0,0.7996896273120055,0.08100939583056639
3050,0.22,5.493920736042205,-3.5338900803776174
3050,10.0,1.548455479838064,0.04148420659590509
3051,0.22,8.674564960993408,4.70111865438405
3051,10.0,2.551837144209545,0.02508370466961014
3052,0.22,6.290220947164723,3.763132107366358
3052,10.0,1.869224416926761,0.03431222026130229
3053,0.22,3.068064159626304,1.4589534689156078
3053,10.0,0.932721132465334,0.06928172689299855
3054,0.22,3.7734446352392386,-1.4334330622007299
3054,10.0,1.0957587154999473,0.05884176181660882
3055,0.22,7.214361229845965,-1.4544261188745669
3055,10.0,2.060872084419535,0.03109984264111852
3056,0.22,8.960315227013417,-4.255692362244509
3056,10.0,2.5093474553344928,0.02551078909391637
3057,0.22,3.925012915364281,9.896047486224615
3057,10.0,1.2612667891121496,0.05103479497368401
3058,0.22,9.796123164042172,-0.279023656303548
3058,10.0,2.8011902837836553,0.02283973953297829
3059,0.22,8.599881267869893,2.492457226280801
3059,10.0,2.5028035045446004,0.025577869178760596
3060,0.22,3.5099688988026725,1.613478475839977
3060,10.0,1.0594999046226508,0.060882069898400885
3061,0.22,2.9858652867365083,6.475175536510536
3061,10.0,0.9596850199952386,0.06730673737220372
3062,0.22,5.079166482399529,1.4632019617236756
3062,10.0,1.500125705461928,0.04283314540229656
3063,0.22,7.18133907719338,2.237584047070902
3063,10.0,2.1010183983905315,0.03050165088521038
3064,0.22,9.152586463138029,9.835070247334807
3064,10.0,2.7476889406787435,0.023286713567970088
3065,0.22,4.015144917465584,-2.050618929441685
3065,10.0,1.1551706531350936,0.055778809309373706
3066,0.22,7.27506996782637,0.44242516013494537
3066,10.0,2.1038919285138014,0.030459709314048893
3067,0.22,9.01165771582633,-2.14712645400927
3067,10.0,2.554865160929696,0.025053812143520694
3068,0.22,9.138704322276473,-4.454222251190114
3068,10.0,2.5563402590559816,0.025039285546669253
3069,0.22,5.51035917412282,4.213732348019347
3069,10.0,1.6546124804298101,0.038800221654141966
3070,0.22,4.8255475499540985,-0.5384047858770922
3070,10.0,1.4031820632216117,0.045821873750570105
3071,0.22,4.716585292428416,8.392098705553021
3071,10.0,1.4742148601332101,0.043593112996863574
3072,0.22,5.261832500592341,-0.7252665031502641
3072,10.0,1.5231843333543162,0.04217877665756679
3073,0.22,8.026203643040166,9.92434384872594
3073,10.0,2.4303090879747717,0.026345208500432104
3074,0.22,7.535316451242819,6.387950540349827
3074,10.0,2.251362821707742,0.02845217392330692
3075,0.22,6.06941336423076,6.975015386089625
3075,10.0,1.8438491327119109,0.0347880028757015
3076,0.22,9.696312302638928,-3.8969162361475655
3076,10.0,2.7210433612407594,0.0235159107922656
3077,0.22,4.4360370374938825,2.007907927923992
3077,10.0,1.3255746069680823,0.04853284346504293
3078,0.22,9.560415543913063,0.9767175745541143
3078,10.0,2.7522989461662726,0.023247519321478376
3079,0.22,3.0167902797832937,5.646242654420606
3079,10.0,0.9609853885712942,0.06721433685527921
3080,0.22,4.574935070808644,8.346442166676116
3080,10.0,1.4333014583477013,0.04484959636221126
3081,0.22,7.386493667329306,4.458691920084831
3081,10.0,2.1863948992627216,0.029303010144504895
3082,0.22,8.547872776956495,6.385765752357305
3082,10.0,2.536748054915441,0.025233740521032992
3083,0.22,4.616740181055574,6.633597320676193
3083,10.0,1.4279621133830005,0.045018933076211
3084,0.22,3.7699280529830705,8.2506678305884
3084,10.0,1.20167606417418,0.053595033501899085
3085,0.22,9.33055866771152,1.6520349594187067
3085,10.0,2.696871162849031,0.023727784151070755
3086,0.22,9.635772986368647,0.9092649326398199
3086,10.0,2.772524846637029,0.023077077247667197
3087,0.22,6.783488374129611,2.3549012276497523
3087,10.0,1.9906780034704517,0.03220413930529525
3088,0.22,3.4663923004714143,-4.182776992510131
3088,10.0,0.9698058808040281,0.06659418407795625
3089,0.22,9.950638661531421,2.0611595999733137
3089,10.0,2.8763266771606517,0.022240227764489088
3090,0.22,5.929897699138515,5.153243371054286
3090,10.0,1.783917779682056,0.03596585637624824
3091,0.22,3.5039736017404213,8.55921247561927
3091,10.0,1.1278511688511073,0.05714667694893349
3092,0.22,9.939958164238721,9.50540117973058
3092,10.0,2.966074855027216,0.021564120007507303
3093,0.22,8.578923895158344,8.058191579248493
3093,10.0,2.565265129952399,0.024951689033664105
3094,0.22,7.263961172716819,9.44397947499588
3094,10.0,2.209226964753774,0.028998256704809013
3095,0.22,4.959382162346122,4.289445431825651
3095,10.0,1.4997989102238756,0.04284256422660676
3096,0.22,6.143765563461188,5.318405426844464
3096,10.0,1.8462176930210679,0.03474303316948563
3097,0.22,7.447252937843503,-0.10733459128697298
3097,10.0,2.144796137323607,0.029875030396414575
3098,0.22,4.760603918614009,-2.085031421055339
3098,10.0,1.3638499896114977,0.04715685986885286
3099,0.22,6.271423542799268,9.056438029961924
3099,10.0,1.9236033027140622,0.033335214983790946
3100,0.22,4.102918767910846,-1.9108315273325487
3100,10.0,1.1817453858930234,0.054509631455328826
3101,0.22,4.727498773230202,8.6410105183847
3101,10.0,1.479790018172397,0.043427330361072505
3102,0.22,9.556352536700459,-2.398644126329831
3102,10.0,2.7039019749877626,0.023665776457187825
3103,0.22,9.36147238182579,9.8651615739074
3103,10.0,2.807014363300398,0.02279211421443875
3104,0.22,9.012592453747938,1.8885177935171837
3104,10.0,2.610768216391873,0.024514487345561158
3105,0.22,3.739939198310384,2.9821760972851337
3105,10.0,1.1400279949625942,0.05652879175146917
3106,0.22,9.792694540950366,8.574574530790422
3106,10.0,2.9135987519902997,0.021954360520133817
3107,0.22,8.70858711747466,-1.490337975618257
3107,10.0,2.479295294089833,0.02582175449118717
3108,0.22,7.431144842239123,1.0344596952646903
3108,10.0,2.155564291751384,0.02972482077865301
3109,0.22,2.945264168178505,-2.3735327079253326
3109,10.0,0.85031335557756,0.07610692219521151
3110,0.22,6.605910795394111,0.256161934186081
3110,10.0,1.9135932220511613,0.03351085952583279
3111,0.22,6.034495405286959,-4.048617188266424
3111,10.0,1.6922617489551297,0.037929891884770306
3112,0.22,7.696352523433241,2.8144111377713283
3112,10.0,2.2531034751924692,0.02843006099663193
3113,0.22,9.625819936833151,8.181769897590604
3113,10.0,2.861908364421111,0.022352826098286777
3114,0.22,6.586851620531203,9.281392533691623
3114,10.0,2.0155191273976056,0.03180448612455619
3115,0.22,7.792737849135985,3.8207090890640814
3115,10.0,2.2928593537931645,0.02793411370290888
3116,0.22,8.607701466429447,-4.428680362867911
3116,10.0,2.407879933645296,0.026592023361385577
3117,0.22,3.988398807134411,8.247001933818678
3117,10.0,1.2643984811681461,0.05090699090741247
3118,0.22,4.909364302785354,5.2353477403001225
3118,10.0,1.49616139316762,0.04294771303596753
3119,0.22,3.612018168377652,3.638787417766217
3119,10.0,1.1108742575822057,0.05803101763623909
3120,0.22,9.594411303056463,5.463041190136018
3120,10.0,2.820017776441613,0.022686511727229464
3121,0.22,3.2694164824368936,0.3333872539822469
3121,10.0,0.9764840121526812,0.06613221254863191
3122,0.22,9.527724743689472,-1.3539129258585163
3122,10.0,2.7108590689332615,0.023604729243459646
3123,0.22,9.583579347812877,-4.07987230384853
3123,10.0,2.6866989110385155,0.023818076045847555
3124,0.22,8.157729640076605,3.3510090935940013
3124,10.0,2.389586747010363,0.026796783407755008
3125,0.22,6.3286269104486195,7.588725264334112
3125,10.0,1.9240011439003777,0.03332826789559671
3126,0.22,3.0069050945247016,0.7299668530018257
3126,10.0,0.9070700066628224,0.07127123459173536
3127,0.22,6.995237069337486,3.111860158558807
3127,10.0,2.0597151135787994,0.031117444135473786
3128,0.22,7.8028869975468105,7.438197943790339
3128,10.0,2.3390775585811507,0.027378875736102096
3129,0.22,8.853098832702003,8.791916496922452
3129,10.0,2.6511438815110187,0.024139199518006013
3130,0.22,7.740354062719751,-2.8645059873624463
3130,10.0,2.1881090612568226,0.02927989668352783
3131,0.22,10.09774803196456,8.486487788049956
3131,10.0,2.998517228052125,0.021329731663884372
3132,0.22,3.9158437559729617,7.922552625354939
3132,10.0,1.2405215811117405,0.05189786706089479
3133,0.22,7.299050357121937,8.708766064178594
3133,10.0,2.2110721725044913,0.02897389491826921
3134,0.22,7.088499563216471,3.9217145727542455
3134,10.0,2.0959517844786273,0.030575880896185237
3135,0.22,9.571756815870177,4.7815397117575245
3135,10.0,2.805118526301466,0.022807594470384433
3136,0.22,5.507845328666848,1.7519678714448448
3136,10.0,1.6243447106877649,0.03952942531811672
3137,0.22,8.894150822004514,-4.196978453813813
3137,10.0,2.4916893498700596,0.025692593461606548
3138,0.22,5.569123960274448,-3.6649205687317776
3138,10.0,1.5675778640994764,0.04097365701434002
3139,0.22,4.086897399788523,4.1184845802159025
3139,10.0,1.250826077636312,0.0514655480718999
3140,0.22,4.564024388541851,-4.288768752905482
3140,10.0,1.2761689347260528,0.05043231873977324
3141,0.22,7.4166904107361855,1.5121340599971589
3141,10.0,2.1577731734013477,0.029694213327353596
3142,0.22,6.730291958649474,1.3637993721889305
3142,10.0,1.9630584177795112,0.03266046050934654
3143,0.22,3.97839895648272,-3.2968833914252667
3143,10.0,1.1269617273937191,0.05719234112042694
3144,0.22,8.15637300603648,9.01040030368744
3144,10.0,2.4568832416982413,0.026058631858770793
3145,0.22,4.833503271187919,2.2898410841218446
3145,10.0,1.4410136397883309,0.04460723740260908
3146,0.22,7.4244353066133275,3.9441827971430925
3146,10.0,2.190774327705179,0.02924404809038847
3147,0.22,5.617213159388331,-1.8442567116378
3147,10.0,1.6075079273695942,0.03994704545621534
3148,0.22,6.254516015689551,-2.6759742116747742
3148,10.0,1.7743304022405302,0.036161726643531594
3149,0.22,5.307639338049849,4.350153822055534
3149,10.0,1.5989283028087515,0.040163264473015846
3150,0.22,4.769740307654324,0.11852048580708008
3150,10.0,1.396090493645731,0.04605696092680504
3151,0.22,3.933518760089432,3.95147542211693
3151,10.0,1.2055048356388722,0.05342283836848875
3152,0.22,6.265773839589979,6.489618663105045
3152,10.0,1.8940118360832228,0.03385986461040336
3153,0.22,3.0099009172323923,6.421720348545637
3153,10.0,0.9661335930544509,0.06685097324873981
3154,0.22,7.539650277278787,8.802654649945321
3154,10.0,2.28018600663116,0.028090317255932397
3155,0.22,6.415776233125387,-2.691108961648232
3155,10.0,1.8193211459097998,0.0352606030803901
3156,0.22,6.672337713319292,7.505529323873127
3156,10.0,2.020373443785586,0.031727539720720274
3157,0.22,8.302202597061706,6.49554430405073
3157,10.0,2.4688424558187463,0.025931690315624215
3158,0.22,5.236193384820448,7.987498991316272
3158,10.0,1.6182111034783606,0.03968054715730778
3159,0.22,3.7011088313410205,2.832015054052813
3159,10.0,1.1273638751294783,0.05717168604901767
3160,0.22,8.516342332661774,-4.429078017819988
3160,10.0,2.3822638048281393,0.02687964124834665
3161,0.22,4.305366635351795,-1.4301581069876192
3161,10.0,1.245164356064351,0.05170217900321628
3162,0.22,7.761684209790721,0.5036858398906645
3162,10.0,2.241268715679409,0.028581103273950335
3163,0.22,7.91815604499566,-0.6947071797392272
3163,10.0,2.268821710927391,0.02823188305434918
3164,0.22,5.6888301163310535,-4.4994135464503895
3164,10.0,1.588405341420419,0.040431681738741516
3165,0.22,2.5716430527727874,-2.215021534232381
3165,10.0,0.7475163820910935,0.08676976587008037
3166,0.22,2.649566963330058,6.691974601730822
3166,10.0,0.8642869078474797,0.07485648791786953
3167,0.22,7.60024777126986,4.9690396836977495
3167,10.0,2.252775535299988,0.028434212689624896
3168,0.22,10.042160733298468,4.099137833864987
3168,10.0,2.9286334937641425,0.021841115971304434
3169,0.22,4.147680632661144,4.285537197647512
3169,10.0,1.2698772742247963,0.05068494769906021
3170,0.22,3.4820318534215575,6.640853197154582
3170,10.0,1.1039416010217764,0.05840006268635393
3171,0.22,4.637863243972778,9.303017386438015
3171,10.0,1.4605957452185172,0.04400347722513213
3172,0.22,4.463903294551084,1.2570426190029158
3172,10.0,1.324363828919826,0.04857768044779397
3173,0.22,5.767542161990309,-4.316987738306227
3173,10.0,1.613298668367536,0.039802417787359
3174,0.22,7.77229223556674,0.6103588530850992
3174,10.0,2.245675986162241,0.028524676005982286
3175,0.22,8.393503392448261,-4.173145432994035
3175,10.0,2.351713934122086,0.027230885029894805
3176,0.22,5.083248936848179,5.900036388749289
3176,10.0,1.5526894962458353,0.04137006678946018
3177,0.22,7.91415718140045,-3.5505966563383877
3177,10.0,2.2266978380787457,0.028769298896830532
3178,0.22,7.876049720940218,5.102990483842497
3178,10.0,2.3320627626853225,0.027461718386065977
3179,0.22,2.623933850292855,7.036519680475729
3179,10.0,0.859753813016487,0.07525760433553605
3180,0.22,7.576880309799652,6.465114573990407
3180,10.0,2.263990350168935,0.028292513243932775
3181,0.22,3.8310432874570264,4.611128211926822
3181,10.0,1.1834062914143588,0.05443222901516561
3182,0.22,8.04937019349862,0.9821237669535297
3182,10.0,2.328399330003681,0.027505187145685936
3183,0.22,5.8399512311492785,4.655748233684324
3183,10.0,1.7527837650444447,0.036609780909669015
3184,0.22,4.155832597142836,-3.3217770583240283
3184,10.0,1.176364427397331,0.054761946840126405
3185,0.22,6.811699761813761,-1.623206351293518
3185,10.0,1.9455910713923559,0.03295579231688065
3186,0.22,7.4644186866109425,5.903150306310394
3186,10.0,2.225666455336864,0.02878271418956568
3187,0.22,3.7246993713203045,8.445016699267189
3187,10.0,1.1904475464913895,0.054106488689317486
3188,0.22,7.601182164628581,3.384330246193578
3188,10.0,2.233538351504642,0.02868063981442795
3189,0.22,8.06504190435506,1.9935070669046873
3189,10.0,2.346118619009035,0.027296216366975205
3190,0.22,10.130624296896366,9.511361652806343
3190,10.0,3.019912870447043,0.02117790954492071
3191,0.22,9.015610616818881,-3.763079919107435
3191,10.0,2.532257494586372,0.02527872375976264
3192,0.22,7.654331870251289,-3.25282389607676
3192,10.0,2.1582868441817102,0.029687083086731406
3193,0.22,3.32202221929186,1.4499777635889881
3193,10.0,1.0044815371139841,0.06426324314763669
3194,0.22,6.225268740945217,0.20557996806100753
3194,10.0,1.8060670349015413,0.035521368298355435
3195,0.22,5.0654415733393146,7.75941941819803
3195,10.0,1.5672697896686267,0.04098178133912727
3196,0.22,3.7354816822102506,1.5256812924888603
3196,10.0,1.1221881732372387,0.05743865248479518
3197,0.22,4.096835089171019,-4.867341119116472
3197,10.0,1.1358946145338982,0.05673703526445514
3198,0.22,2.8472450926388864,1.9724503772391913
3198,10.0,0.8757619712235757,0.07385994013565442
3199,0.22,2.7019337379349095,9.27671542774854
3199,10.0,0.9006573845544384,0.07178658188213903
3200,0.22,7.017552102544119,-2.423135633981009
3200,10.0,1.9919047176180975,0.03218417062003428
3201,0.22,4.219646739137341,-2.8982428171231867
3201,10.0,1.2004855167069148,0.053648805502584766
3202,0.22,4.9614609985920755,-4.147401051532098
3202,10.0,1.389839031043185,0.04626621108399345
3203,0.22,8.689470418245415,7.662945889684218
3203,10.0,2.591822663444706,0.024694650520831564
3204,0.22,9.62271476183656,-0.002190328199530356
3204,10.0,2.756398463759007,0.023212769649424026
3205,0.22,5.308105326587189,-3.76215036238225
3205,10.0,1.492922782009198,0.043041734267049415
3206,0.22,2.963634568734701,7.067200445691789
3206,10.0,0.9585325427601717,0.06738884266198182
3207,0.22,4.833019615123227,-3.5965894597346866
3207,10.0,1.3621889269410228,0.04721495708707984
3208,0.22,9.554883024152446,3.273019897308828
3208,10.0,2.781123135906982,0.023005381367033124
3209,0.22,8.569534749347051,8.140591119448995
3209,10.0,2.563574272045156,0.02496823549145584
3210,0.22,7.090735425708365,4.3198887925470295
3210,10.0,2.10143023244621,0.030495624794316133
3211,0.22,8.28679646664634,-0.5126058865749075
3211,10.0,2.3747210397077563,0.02696551417910229
3212,0.22,9.829244292692193,9.56977903723827
3212,10.0,2.9355993734133348,0.0217890440463823
3213,0.22,5.976031115391553,0.7825215278068285
3213,10.0,1.7436388662870312,0.03680332436605439
3214,0.22,6.950808152128106,-4.661618775605405
3214,10.0,1.9397892316251952,0.03305506106210051
3215,0.22,8.772404537335822,2.1987817503029214
3215,10.0,2.547420599570403,0.025127427376788313
3216,0.22,6.5517781874142305,-1.0370367190582042
3216,10.0,1.8808714931149826,0.03409817322184586
3217,0.22,5.173791943710869,-2.693062289890868
3217,10.0,1.4710593307369695,0.04368751477964934
3218,0.22,8.258489948709306,6.916828283466257
3218,10.0,2.461515735602832,0.026009313802174173
3219,0.22,2.9209400672109984,0.806573817438788
3219,10.0,0.8836507104668176,0.07319009782834068
3220,0.22,9.169053129441672,9.20701272815289
3220,10.0,2.7451140214175114,0.023308674323318988
3221,0.22,7.79500810379095,1.320723656281583
3221,10.0,2.261487753916135,0.028324012215344294
3222,0.22,6.243623209541646,-2.88337009707277
3222,10.0,1.7682576727049082,0.03628689265740322
3223,0.22,6.479659933064749,-1.1021715051907357
3223,10.0,1.8597430801999948,0.034488462123111484
3224,0.22,7.632178678782148,6.050656372554295
3224,10.0,2.274707178609695,0.028158387858906612
3225,0.22,3.01747794551122,4.6094802980536915
3225,10.0,0.9512965101554658,0.06790898313939604
3226,0.22,3.2818972221521143,4.213299230446962
3226,10.0,1.0229105894354142,0.06308961225197701
3227,0.22,4.984280460575497,-1.9991426700824788
3227,10.0,1.4278025070836342,0.04502402159317064
3228,0.22,7.388222524300618,1.6709246236455302
3228,10.0,2.1518447596397836,0.029776533509815913
3229,0.22,7.497097857254774,1.327259713092265
3229,10.0,2.1779335206379247,0.029417569245444853
3230,0.22,3.3479960985644834,-1.5353653126755802
3230,10.0,0.9748708737518584,0.06624321548228876
3231,0.22,6.159400551267013,-3.933685054292932
3231,10.0,1.7290275793737262,0.03711684006645379
3232,0.22,5.6963758714577075,4.880502193766999
3232,10.0,1.7148262442330946,0.037426723296237245
3233,0.22,4.1876143625849105,0.4878013793210494
3233,10.0,1.237060380749167,0.05204471458013121
3234,0.22,3.0042243734265632,8.480464798506082
3234,10.0,0.9824411952725465,0.06572549286991312
3235,0.22,5.179587020483664,0.02726981429671227
3235,10.0,1.5100666602173776,0.04254856443914657
3236,0.22,4.080040206113454,2.2747464276287976
3236,10.0,1.228229013951663,0.05242319712192788
3237,0.22,3.4319660492997466,1.8458218310709587
3237,10.0,1.0400998711758764,0.06203292820783478
3238,0.22,2.976219881682387,-2.2077577588222557
3238,10.0,0.8613035108532942,0.07512000239455395
3239,0.22,6.1939974621043214,5.45211572315065
3239,10.0,1.8619411719538388,0.034447453700715266
3240,0.22,3.1420654854315826,3.5108521621949578
3240,10.0,0.9758575305961246,0.06617527788357064
3241,0.22,10.147311388228642,8.533953617576868
3241,10.0,3.0130479644242434,0.021226395394731857
3242,0.22,7.69456214706222,2.762710094900638
3242,10.0,2.2519428855718213,0.028444799942660942
3243,0.22,7.183924461857185,1.6588187638824827
3243,10.0,2.0943048514969425,0.030600085397163374
3244,0.22,8.773665577670709,3.3460463419839446
3244,10.0,2.56261501892829,0.024977638087847493
3245,0.22,7.171833381546234,6.266288377513936
3245,10.0,2.1473948910241747,0.02983863676058961
3246,0.22,3.375493717609777,-0.1291571358333874
3246,10.0,1.0007172040952377,0.06450835928411128
3247,0.22,4.838061491287467,-1.7343708807953782
3247,10.0,1.3904806960284612,0.046244639285860104
3248,0.22,7.984128262095258,-4.590432954758593
3248,10.0,2.2306002093360253,0.0287186554170883
3249,0.22,5.418194428210753,8.589127228872842
3249,10.0,1.676200991330887,0.03829633860957807
3250,0.22,9.547374463864134,7.52435216016757
3250,10.0,2.831958838578246,0.02259038378521099
3251,0.22,3.7281367228819873,4.751536624716817
3251,10.0,1.1555834564151144,0.05575865401407267
3252,0.22,5.003572740693842,-4.41864275364171
3252,10.0,1.3974547212573007,0.04601154845700536
3253,0.22,9.52278390005204,7.826908213879586
3253,10.0,2.8286498809915446,0.02261693691120089
3254,0.22,8.343170244527265,5.858524348263574
3254,10.0,2.472746007767484,0.02589053209215561
3255,0.22,6.929839521409882,2.387167769764213
3255,10.0,2.032230059198914,0.03154117403364827
3256,0.22,4.867356063192879,-4.462621063016086
3256,10.0,1.3585569035137075,0.04734248224579747
3257,0.22,7.761087991301828,6.036823416469382
3257,10.0,2.3108823061546055,0.02771494251385307
3258,0.22,4.8568913979047,4.990205784304582
3258,10.0,1.4786041420869096,0.04346249511869168
3259,0.22,3.525174581561175,8.508125862562274
3259,10.0,1.1335146873090824,0.05685762602538818
3260,0.22,9.075939351531604,-3.436792168834052
3260,10.0,2.5540273148341712,0.025062089405347147
3261,0.22,8.469265693748648,3.044623758382073
3261,10.0,2.4732326017879505,0.025885400940756764
3262,0.22,2.9946062221940193,5.325426817878167
3262,10.0,0.9516006148335113,0.06788697048750678
3263,0.22,6.5820163107035885,-1.7928067114313628
3263,10.0,1.878794851320705,0.034136139697619125
3264,0.22,6.755808210877099,-3.365403088503001
3264,10.0,1.9047468305368527,0.03366764170532193
3265,0.22,6.1980456292427135,6.200394071916291
3265,10.0,1.8716052223664552,0.03426824765004901
3266,0.22,6.993178915814918,2.2293711372122864
3266,10.0,2.048032188400043,0.03129614781144241
3267,0.22,6.021996912634139,6.655089686565088
3267,10.0,1.8268901574956515,0.0351134001981458
3268,0.22,3.579146891579409,-3.16321073417026
3268,10.0,1.0169256166989864,0.0634660290070719
3269,0.22,9.34959267183131,0.6658111325271259
3269,10.0,2.688945659802529,0.02379808963180261
3270,0.22,4.352586356949338,9.030306816157626
3270,10.0,1.376259513347127,0.046727338695441926
3271,0.22,5.108440948461089,6.244731737790893
3271,10.0,1.5635551383836135,0.04108002457420784
3272,0.22,5.546420652270287,-4.67782036045027
3272,10.0,1.54568301927721,0.04155928879101808
3273,0.22,5.273571357423146,3.417012560222682
3273,10.0,1.5784890214811909,0.04068792206776658
3274,0.22,9.901324316362595,9.986017890402499
3274,10.0,2.9607761552816316,0.021602910599061963
3275,0.22,7.490523101284467,2.694847939236401
3275,10.0,2.193734322374255,0.029204337472545302
3276,0.22,10.141389211934786,-0.8065648679221695
3276,10.0,2.890617490834493,0.02212974620983051
3277,0.22,7.9326914781847755,5.247286092525632
3277,10.0,2.349761247342722,0.027253645985230127
3278,0.22,7.53604398563389,3.77564035567268
3278,10.0,2.22009323068631,0.028855425151603335
3279,0.22,4.1976772613372315,-3.6631305137068577
3279,10.0,1.1829901877009223,0.05445159695921019
3280,0.22,5.275989942384471,-2.973327120625271
3280,10.0,1.495640250328006,0.04296280213697594
3281,0.22,2.5900340291912602,5.191264233165226
3281,10.0,0.8338997067875542,0.07763014002473413
3282,0.22,8.776417725942977,-3.670905483849327
3282,10.0,2.4665917863513283,0.02595549231195033
3283,0.22,6.486956158282936,0.2742062493480262
3283,10.0,1.8804416577594614,0.03410602427098144
3284,0.22,3.3726649880010733,-2.0717766555501664
3284,10.0,0.9745205081429436,0.06626737635534945
3285,0.22,3.3255613322575366,-4.19402953749681
3285,10.0,0.9300930394862597,0.06948044892986821
3286,0.22,8.972104974914169,5.631557303894811
3286,10.0,2.647035246042318,0.024176850682323604
3287,0.22,3.1261754001032678,-4.209972174196409
